2017-04-02 17:06:36 startup archives unpack
2016-08-17 14:11:10 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2016-08-17 14:11:10 status half-installed fontconfig-config:all 2.11.0-0ubuntu4.1
2016-08-17 14:11:10 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:10 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:10 upgrade fontconfig:amd64 2.11.0-0ubuntu4.1 2.11.0-0ubuntu4.2
2016-08-17 14:11:10 status half-configured fontconfig:amd64 2.11.0-0ubuntu4.1
2016-08-17 14:11:10 status unpacked fontconfig:amd64 2.11.0-0ubuntu4.1
2016-08-17 14:11:10 status half-installed fontconfig:amd64 2.11.0-0ubuntu4.1
2016-08-17 14:11:10 status half-installed fontconfig:amd64 2.11.0-0ubuntu4.1
2016-08-17 14:11:10 status unpacked fontconfig:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:10 status unpacked fontconfig:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:10 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2016-08-17 14:11:10 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2016-08-17 14:11:10 status installed man-db:amd64 2.6.7.1-1ubuntu1
2016-08-17 14:11:11 startup packages configure
2016-08-17 14:11:11 configure fontconfig-config:all 2.11.0-0ubuntu4.2 <none>
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status unpacked fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status half-configured fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status installed fontconfig-config:all 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 configure libfontconfig1:amd64 2.11.0-0ubuntu4.2 <none>
2016-08-17 14:11:11 status unpacked libfontconfig1:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status half-configured libfontconfig1:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status installed libfontconfig1:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.9
2016-08-17 14:11:11 configure fontconfig:amd64 2.11.0-0ubuntu4.2 <none>
2016-08-17 14:11:11 status unpacked fontconfig:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:11 status half-configured fontconfig:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:18 status installed fontconfig:amd64 2.11.0-0ubuntu4.2
2016-08-17 14:11:18 trigproc libc-bin:amd64 2.19-0ubuntu6.9 <none>
2016-08-17 14:11:18 status half-configured libc-bin:amd64 2.19-0ubuntu6.9
2016-08-17 14:11:18 status installed libc-bin:amd64 2.19-0ubuntu6.9
2016-08-19 00:08:38 startup archives unpack
2016-08-19 00:08:38 upgrade libgcrypt11:amd64 1.5.3-2ubuntu4.3 1.5.3-2ubuntu4.4
2016-08-19 00:08:38 status half-configured libgcrypt11:amd64 1.5.3-2ubuntu4.3
2016-08-19 00:08:38 status unpacked libgcrypt11:amd64 1.5.3-2ubuntu4.3
2016-08-19 00:08:38 status half-installed libgcrypt11:amd64 1.5.3-2ubuntu4.3
2016-08-19 00:08:38 status half-installed libgcrypt11:amd64 1.5.3-2ubuntu4.3
2016-08-19 00:08:38 status unpacked libgcrypt11:amd64 1.5.3-2ubuntu4.4
2016-08-19 00:08:38 status unpacked libgcrypt11:amd64 1.5.3-2ubuntu4.4
2016-08-19 00:08:38 upgrade gpgv:amd64 1.4.16-1ubuntu2.3 1.4.16-1ubuntu2.4
2016-08-19 00:08:38 status half-configured gpgv:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:38 status unpacked gpgv:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:38 status half-installed gpgv:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:38 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:38 status half-installed gpgv:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:38 status unpacked gpgv:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:38 status unpacked gpgv:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:38 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2016-08-19 00:08:38 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:38 status installed man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:38 startup packages configure
2016-08-19 00:08:38 configure gpgv:amd64 1.4.16-1ubuntu2.4 <none>
2016-08-19 00:08:38 status unpacked gpgv:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:38 status half-configured gpgv:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:38 status installed gpgv:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:39 startup archives unpack
2016-08-19 00:08:39 upgrade gnupg:amd64 1.4.16-1ubuntu2.3 1.4.16-1ubuntu2.4
2016-08-19 00:08:39 status half-configured gnupg:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:39 status unpacked gnupg:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:39 status half-installed gnupg:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:39 status triggers-pending install-info:amd64 5.2.0.dfsg.1-2
2016-08-19 00:08:39 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:39 status half-installed gnupg:amd64 1.4.16-1ubuntu2.3
2016-08-19 00:08:39 status unpacked gnupg:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:39 status unpacked gnupg:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:39 trigproc install-info:amd64 5.2.0.dfsg.1-2 5.2.0.dfsg.1-2
2016-08-19 00:08:39 status half-configured install-info:amd64 5.2.0.dfsg.1-2
2016-08-19 00:08:39 status installed install-info:amd64 5.2.0.dfsg.1-2
2016-08-19 00:08:39 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2016-08-19 00:08:39 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:39 status installed man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:39 startup packages configure
2016-08-19 00:08:39 configure gnupg:amd64 1.4.16-1ubuntu2.4 <none>
2016-08-19 00:08:39 status unpacked gnupg:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:39 status half-configured gnupg:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:39 status installed gnupg:amd64 1.4.16-1ubuntu2.4
2016-08-19 00:08:39 startup archives unpack
2016-08-19 00:08:40 upgrade docker-engine:amd64 1.12.0-0~trusty 1.12.1-0~trusty
2016-08-19 00:08:40 status half-configured docker-engine:amd64 1.12.0-0~trusty
2016-08-19 00:08:41 status unpacked docker-engine:amd64 1.12.0-0~trusty
2016-08-19 00:08:41 status half-installed docker-engine:amd64 1.12.0-0~trusty
2016-08-19 00:08:44 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:44 status triggers-pending ureadahead:amd64 0.100.0-16
2016-08-19 00:08:44 status half-installed docker-engine:amd64 1.12.0-0~trusty
2016-08-19 00:08:44 status triggers-pending ureadahead:amd64 0.100.0-16
2016-08-19 00:08:44 status half-installed docker-engine:amd64 1.12.0-0~trusty
2016-08-19 00:08:44 status unpacked docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:44 status unpacked docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:44 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2016-08-19 00:08:44 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:44 status installed man-db:amd64 2.6.7.1-1ubuntu1
2016-08-19 00:08:44 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2016-08-19 00:08:44 status half-configured ureadahead:amd64 0.100.0-16
2016-08-19 00:08:44 status installed ureadahead:amd64 0.100.0-16
2016-08-19 00:08:45 startup packages configure
2016-08-19 00:08:45 configure libgcrypt11:amd64 1.5.3-2ubuntu4.4 <none>
2016-08-19 00:08:45 status unpacked libgcrypt11:amd64 1.5.3-2ubuntu4.4
2016-08-19 00:08:45 status half-configured libgcrypt11:amd64 1.5.3-2ubuntu4.4
2016-08-19 00:08:45 status installed libgcrypt11:amd64 1.5.3-2ubuntu4.4
2016-08-19 00:08:45 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.9
2016-08-19 00:08:45 configure docker-engine:amd64 1.12.1-0~trusty <none>
2016-08-19 00:08:45 status unpacked docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:45 status unpacked docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:45 status unpacked docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:45 status unpacked docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:45 status unpacked docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:45 status half-configured docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:45 status installed docker-engine:amd64 1.12.1-0~trusty
2016-08-19 00:08:45 trigproc libc-bin:amd64 2.19-0ubuntu6.9 <none>
2016-08-19 00:08:45 status half-configured libc-bin:amd64 2.19-0ubuntu6.9
2016-08-19 00:08:45 status installed libc-bin:amd64 2.19-0ubuntu6.9
2016-08-24 11:05:42 startup archives unpack
2016-08-24 11:05:43 upgrade libidn11:amd64 1.28-1ubuntu2 1.28-1ubuntu2.1
2016-08-24 11:05:43 status half-configured libidn11:amd64 1.28-1ubuntu2
2016-08-24 11:05:43 status unpacked libidn11:amd64 1.28-1ubuntu2
2016-08-24 11:05:43 status half-installed libidn11:amd64 1.28-1ubuntu2
2016-08-24 11:05:43 status half-installed libidn11:amd64 1.28-1ubuntu2
2016-08-24 11:05:43 status unpacked libidn11:amd64 1.28-1ubuntu2.1
2016-08-24 11:05:43 status unpacked libidn11:amd64 1.28-1ubuntu2.1
2016-08-24 11:05:43 upgrade libharfbuzz0b:amd64 0.9.27-1ubuntu1 0.9.27-1ubuntu1.1
2016-08-24 11:05:43 status half-configured libharfbuzz0b:amd64 0.9.27-1ubuntu1
2016-08-24 11:05:43 status unpacked libharfbuzz0b:amd64 0.9.27-1ubuntu1
2016-08-24 11:05:43 status half-installed libharfbuzz0b:amd64 0.9.27-1ubuntu1
2016-08-24 11:05:43 status half-installed libharfbuzz0b:amd64 0.9.27-1ubuntu1
2016-08-24 11:05:43 status unpacked libharfbuzz0b:amd64 0.9.27-1ubuntu1.1
2016-08-24 11:05:43 status unpacked libharfbuzz0b:amd64 0.9.27-1ubuntu1.1
2016-08-24 11:05:43 startup packages configure
2016-08-24 11:05:43 configure libidn11:amd64 1.28-1ubuntu2.1 <none>
2016-08-24 11:05:43 status unpacked libidn11:amd64 1.28-1ubuntu2.1
2016-08-24 11:05:43 status half-configured libidn11:amd64 1.28-1ubuntu2.1
2016-08-24 11:05:44 status installed libidn11:amd64 1.28-1ubuntu2.1
2016-08-24 11:05:44 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.9
2016-08-24 11:05:44 configure libharfbuzz0b:amd64 0.9.27-1ubuntu1.1 <none>
2016-08-24 11:05:44 status unpacked libharfbuzz0b:amd64 0.9.27-1ubuntu1.1
2016-08-24 11:05:44 status half-configured libharfbuzz0b:amd64 0.9.27-1ubuntu1.1
2016-08-24 11:05:44 status installed libharfbuzz0b:amd64 0.9.27-1ubuntu1.1
2016-08-24 11:05:44 trigproc libc-bin:amd64 2.19-0ubuntu6.9 <none>
2016-08-24 11:05:44 status half-configured libc-bin:amd64 2.19-0ubuntu6.9
2016-08-24 11:05:44 status installed libc-bin:amd64 2.19-0ubuntu6.9
2016-08-29 14:27:39 startup archives unpack
2016-08-29 14:27:40 install linux-image-3.13.0-95-generic:amd64 <none> 3.13.0-95.142
2016-08-29 14:27:40 status half-installed linux-image-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:43 status unpacked linux-image-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:43 status unpacked linux-image-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:43 upgrade linux-cloud-tools-common:all 3.13.0-93.140 3.13.0-95.142
2016-08-29 14:27:43 status half-configured linux-cloud-tools-common:all 3.13.0-93.140
2016-08-29 14:27:43 status unpacked linux-cloud-tools-common:all 3.13.0-93.140
2016-08-29 14:27:43 status half-installed linux-cloud-tools-common:all 3.13.0-93.140
2016-08-29 14:27:43 status triggers-pending ureadahead:amd64 0.100.0-16
2016-08-29 14:27:43 status half-installed linux-cloud-tools-common:all 3.13.0-93.140
2016-08-29 14:27:43 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2016-08-29 14:27:43 status half-installed linux-cloud-tools-common:all 3.13.0-93.140
2016-08-29 14:27:43 status unpacked linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:27:43 status unpacked linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:27:43 install linux-cloud-tools-3.13.0-95:amd64 <none> 3.13.0-95.142
2016-08-29 14:27:43 status half-installed linux-cloud-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:27:44 status unpacked linux-cloud-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:27:44 status unpacked linux-cloud-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:27:44 install linux-cloud-tools-3.13.0-95-generic:amd64 <none> 3.13.0-95.142
2016-08-29 14:27:44 status half-installed linux-cloud-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:44 status unpacked linux-cloud-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:44 status unpacked linux-cloud-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:44 upgrade linux-cloud-tools-generic:amd64 3.13.0.93.100 3.13.0.95.103
2016-08-29 14:27:44 status half-configured linux-cloud-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:27:44 status unpacked linux-cloud-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:27:44 status half-installed linux-cloud-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:27:44 status half-installed linux-cloud-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:27:44 status unpacked linux-cloud-tools-generic:amd64 3.13.0.95.103
2016-08-29 14:27:44 status unpacked linux-cloud-tools-generic:amd64 3.13.0.95.103
2016-08-29 14:27:44 install linux-image-extra-3.13.0-95-generic:amd64 <none> 3.13.0-95.142
2016-08-29 14:27:44 status half-installed linux-image-extra-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:55 status unpacked linux-image-extra-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:55 status unpacked linux-image-extra-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:27:56 upgrade linux-generic:amd64 3.13.0.93.100 3.13.0.95.103
2016-08-29 14:27:56 status half-configured linux-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status unpacked linux-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status half-installed linux-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status half-installed linux-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status unpacked linux-generic:amd64 3.13.0.95.103
2016-08-29 14:27:56 status unpacked linux-generic:amd64 3.13.0.95.103
2016-08-29 14:27:56 upgrade linux-image-generic:amd64 3.13.0.93.100 3.13.0.95.103
2016-08-29 14:27:56 status half-configured linux-image-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status unpacked linux-image-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status half-installed linux-image-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status half-installed linux-image-generic:amd64 3.13.0.93.100
2016-08-29 14:27:56 status unpacked linux-image-generic:amd64 3.13.0.95.103
2016-08-29 14:27:56 status unpacked linux-image-generic:amd64 3.13.0.95.103
2016-08-29 14:27:56 install linux-headers-3.13.0-95:all <none> 3.13.0-95.142
2016-08-29 14:27:56 status half-installed linux-headers-3.13.0-95:all 3.13.0-95.142
2016-08-29 14:27:59 status unpacked linux-headers-3.13.0-95:all 3.13.0-95.142
2016-08-29 14:27:59 status unpacked linux-headers-3.13.0-95:all 3.13.0-95.142
2016-08-29 14:28:00 install linux-headers-3.13.0-95-generic:amd64 <none> 3.13.0-95.142
2016-08-29 14:28:00 status half-installed linux-headers-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-headers-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-headers-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:01 upgrade linux-headers-generic:amd64 3.13.0.93.100 3.13.0.95.103
2016-08-29 14:28:01 status half-configured linux-headers-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status unpacked linux-headers-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status half-installed linux-headers-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status half-installed linux-headers-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status unpacked linux-headers-generic:amd64 3.13.0.95.103
2016-08-29 14:28:01 status unpacked linux-headers-generic:amd64 3.13.0.95.103
2016-08-29 14:28:01 upgrade linux-libc-dev:amd64 3.13.0-93.140 3.13.0-95.142
2016-08-29 14:28:01 status half-configured linux-libc-dev:amd64 3.13.0-93.140
2016-08-29 14:28:01 status unpacked linux-libc-dev:amd64 3.13.0-93.140
2016-08-29 14:28:01 status half-installed linux-libc-dev:amd64 3.13.0-93.140
2016-08-29 14:28:01 status half-installed linux-libc-dev:amd64 3.13.0-93.140
2016-08-29 14:28:01 status unpacked linux-libc-dev:amd64 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-libc-dev:amd64 3.13.0-95.142
2016-08-29 14:28:01 upgrade linux-tools-common:all 3.13.0-93.140 3.13.0-95.142
2016-08-29 14:28:01 status half-configured linux-tools-common:all 3.13.0-93.140
2016-08-29 14:28:01 status unpacked linux-tools-common:all 3.13.0-93.140
2016-08-29 14:28:01 status half-installed linux-tools-common:all 3.13.0-93.140
2016-08-29 14:28:01 status half-installed linux-tools-common:all 3.13.0-93.140
2016-08-29 14:28:01 status unpacked linux-tools-common:all 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-tools-common:all 3.13.0-95.142
2016-08-29 14:28:01 install linux-tools-3.13.0-95:amd64 <none> 3.13.0-95.142
2016-08-29 14:28:01 status half-installed linux-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:28:01 install linux-tools-3.13.0-95-generic:amd64 <none> 3.13.0-95.142
2016-08-29 14:28:01 status half-installed linux-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:01 status unpacked linux-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:01 upgrade linux-tools-generic:amd64 3.13.0.93.100 3.13.0.95.103
2016-08-29 14:28:01 status half-configured linux-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status unpacked linux-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status half-installed linux-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status half-installed linux-tools-generic:amd64 3.13.0.93.100
2016-08-29 14:28:01 status unpacked linux-tools-generic:amd64 3.13.0.95.103
2016-08-29 14:28:01 status unpacked linux-tools-generic:amd64 3.13.0.95.103
2016-08-29 14:28:01 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2016-08-29 14:28:01 status half-configured ureadahead:amd64 0.100.0-16
2016-08-29 14:28:02 status installed ureadahead:amd64 0.100.0-16
2016-08-29 14:28:02 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2016-08-29 14:28:02 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2016-08-29 14:28:02 status installed man-db:amd64 2.6.7.1-1ubuntu1
2016-08-29 14:28:03 startup packages configure
2016-08-29 14:28:03 configure linux-image-3.13.0-95-generic:amd64 3.13.0-95.142 <none>
2016-08-29 14:28:03 status unpacked linux-image-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:03 status half-configured linux-image-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:15 status installed linux-image-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:15 configure linux-cloud-tools-common:all 3.13.0-95.142 <none>
2016-08-29 14:28:15 status unpacked linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:28:15 status unpacked linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:28:15 status unpacked linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:28:15 status unpacked linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:28:15 status half-configured linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:28:15 status installed linux-cloud-tools-common:all 3.13.0-95.142
2016-08-29 14:28:15 configure linux-cloud-tools-3.13.0-95:amd64 3.13.0-95.142 <none>
2016-08-29 14:28:15 status unpacked linux-cloud-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:28:15 status half-configured linux-cloud-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:28:15 status installed linux-cloud-tools-3.13.0-95:amd64 3.13.0-95.142
2016-08-29 14:28:15 configure linux-cloud-tools-3.13.0-95-generic:amd64 3.13.0-95.142 <none>
2016-08-29 14:28:15 status unpacked linux-cloud-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:15 status half-configured linux-cloud-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:15 status installed linux-cloud-tools-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:15 configure linux-cloud-tools-generic:amd64 3.13.0.95.103 <none>
2016-08-29 14:28:15 status unpacked linux-cloud-tools-generic:amd64 3.13.0.95.103
2016-08-29 14:28:15 status half-configured linux-cloud-tools-generic:amd64 3.13.0.95.103
2016-08-29 14:28:15 status installed linux-cloud-tools-generic:amd64 3.13.0.95.103
2016-08-29 14:28:15 configure linux-image-extra-3.13.0-95-generic:amd64 3.13.0-95.142 <none>
2016-08-29 14:28:15 status unpacked linux-image-extra-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:15 status half-configured linux-image-extra-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:26 status installed linux-image-extra-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:26 configure linux-image-generic:amd64 3.13.0.95.103 <none>
2016-08-29 14:28:26 status unpacked linux-image-generic:amd64 3.13.0.95.103
2016-08-29 14:28:26 status half-configured linux-image-generic:amd64 3.13.0.95.103
2016-08-29 14:28:26 status installed linux-image-generic:amd64 3.13.0.95.103
2016-08-29 14:28:26 configure linux-headers-3.13.0-95:all 3.13.0-95.142 <none>
2016-08-29 14:28:26 status unpacked linux-headers-3.13.0-95:all 3.13.0-95.142
2016-08-29 14:28:26 status half-configured linux-headers-3.13.0-95:all 3.13.0-95.142
2016-08-29 14:28:26 status installed linux-headers-3.13.0-95:all 3.13.0-95.142
2016-08-29 14:28:26 configure linux-headers-3.13.0-95-generic:amd64 3.13.0-95.142 <none>
2016-08-29 14:28:26 status unpacked linux-headers-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:26 status half-configured linux-headers-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:26 status installed linux-headers-3.13.0-95-generic:amd64 3.13.0-95.142
2016-08-29 14:28:26 configure linux-headers-generic:amd64 3.13.0.95.103 <none>
2016-08-29 14:28:26 status unpacked linux-headers-generic:amd64 3.13.0.95.103
2016-08-29 14:28:26 status half-configured linux-headers-generic:amd64 3.13.0.95.103
2016-08-29 14:28:26 status installed linux-headers-generic:amd64 3.13.0.95.103
2016-08-29 14:28:26 configure linux-generic:amd64 3.13.0.95.103 <none>
2016-08-29 14:28:26 status unpacked linux-generic:amd64 3.13.0.95.103
