2017-04-02 17:06:36 startup archives unpack
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status half-configured mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:35 status installed mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:35 configure mysql-server:all 5.5.55-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:35 status unpacked mysql-server:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:35 status half-configured mysql-server:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:35 status installed mysql-server:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:35 configure libnss3-nssdb:all 2:3.28.4-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:35 status unpacked libnss3-nssdb:all 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:35 status half-configured libnss3-nssdb:all 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:35 status installed libnss3-nssdb:all 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:35 configure libnss3:amd64 2:3.28.4-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:35 status unpacked libnss3:amd64 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:35 status half-configured libnss3:amd64 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:35 status installed libnss3:amd64 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:35 trigproc libc-bin:amd64 2.19-0ubuntu6.11 <none>
2017-04-27 14:13:35 status half-configured libc-bin:amd64 2.19-0ubuntu6.11
2017-04-27 14:13:35 status installed libc-bin:amd64 2.19-0ubuntu6.11
